image_path,text,variant_idx,severity_label,severity_encoded,split
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0375.JPEG,Inspection of the side door reveals a deformation located in the center. The metal surface displays irregularities consistent with bending. This observation may require further analysis for a comprehensive understanding.,2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0062.JPEG,"Basically, the entire side mirror is no longer attached. Plastic and glass materials are exposed, showing that the mirror has been fully separated from its original position.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0069.JPEG,"A dent is present in the center of the rear bumper. This metal component exhibits deformation, and the rear quarter panel shows signs of being affected by the same impact.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0140.JPEG,"Inspection reveals a dent in the center area of the rear bumper. The bumper is constructed from metal, and the damage is apparent upon visual examination. Additional analysis could be useful for repair considerations.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0135.JPEG,Inspection reveals that the front bumper has completely detached from the mounting points. The visible plastic material of the bumper indicates that it is currently unfastened. This condition warrants further examination.,2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0075.JPEG,"The front section of the vehicle has been observed to have deformation present throughout its entirety. The affected area consists primarily of metal material. Additionally, the hood has been noted as a secondary component showing similar characteristics.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0014.JPEG,"Not sure but front fender shows deformation in the upper area, with the metal material visibly altered. The change in form suggests an external influence, while adjacent surfaces remain unaffected and maintain their original condition.",2,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0192.JPEG,"In the center section of the rear bumper, a deformation is noted in the metal structure. The trunk lid is also showing signs of contact resulting from this alteration in shape.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0289.JPEG,"A scratch is observed on the driver's side door, located at the center of the panel. The paint surface has been compromised, revealing the underlying material. This detail may require attention during repair processes.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0103.JPEG,"Inspection reveals that the central area of the front bumper has undergone deformation. The damage exposes the metal construction, indicating a physical alteration to the bumper's shape.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0249.JPEG,"Notable deformation is present in the center of the rear bumper. The affected area is made of plastic, which has visibly changed shape. This condition may require corrective measures during repair.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (19).jpeg,"The front bumper exhibits deformation at the center. The visible material is metal, which has been altered from its original shape. This alteration is evident upon visual inspection of the component.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0057.JPEG,"A dent is observed on the center of the metal door. The surface has been displaced, creating an indentation that alters the original contour of the component.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0287.JPEG,"The rear section of the vehicle exhibits deformation in the center area. Both metal and plastic materials are affected, showing visible distortion. The damage appears localized to this specific region of the component.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (75).jpeg,"I think a scratch is present on the lower left section of the door, with the paint visibly affected. The damage appears to have altered the surface texture, indicating contact with a foreign object.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0062.JPEG,The rear door exhibits a dent located centrally on its metal surface. This deformation alters the original shape of the component. Further inspection did not reveal any additional concerns.,1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0207.JPEG,"Inspection reveals that the entire rear bumper is missing, with only the metal and plastic components visible. The rear left tail appears to have been compromised as well.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\980e7f8c0c61405ca31db96964a1f273_thb.jpg,"Inspection of the front bumper reveals a scratch located on the lower right side. The paint has been compromised, reflecting a surface blemish. There are no additional signs of damage on the bumper.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\f5cd0b1161fd43a6bef6f80971e6689c_thb.jpg,"The front bumper exhibits a noticeable deformation across its entire area, affecting both the metal and plastic components. Additionally, some alignment issues wiht the hood are observable.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (72).jpeg,"Upon inspection, inspection reveals that the metal hood has a deformation at its center. The observed area displays a pronounced bend, altering the original contour of the component.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\download (21).jpeg,"Not sure but on inspection, the right side of the front bumper displays noticeable deformation, made of plastic material. This deformation has resulted in an alignment issue with the nearby head.",1,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0276.JPEG,"The front bumper has been observed to exhibit deformation at its center. The material of the bumper appears to be metal, and there is also a visible impact on the adjacent hood component.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\722fc0bf-7493-4e6e-b101-67a0047b9b26.jpeg,"Notable deformation is present on the frnot right fender, which is made of metal. The damage affects the overall contour of the fender, resulting in an irregular appearance.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0071.JPEG,"At the lower center of the rear bumper, deformation of the plastic material has been noted. This alteration in shape is a result of external impact. The condition of the component should be documented for records.",1,minor,0,training
